tournament_year;stage;player_1name;player_2name;player_1score;player_2score
2018;1/16-FINALS;Norris A.;Richardson J.;1.0;4.0
2018;1/16-FINALS;Whitlock S.;Webster D.;1.0;4.0
2018;1/16-FINALS;van Barneveld R.;Anderson K.;4.0;1.0
2018;1/16-FINALS;Taylor P.;Pipe J.;4.0;0.0
2018;1/16-FINALS;Gurney D.;Henderson J.;2.0;4.0
2018;1/16-FINALS;West S.;Wattimena J.;4.0;1.0
2018;1/16-FINALS;Smith M.;Cross R.;3.0;4.0
2018;1/16-FINALS;Brown K.;Lerchbacher Z.;4.0;2.0
2018;1/16-FINALS;van Gerwen M.;Wilson J.;4.0;0.0
2018;1/16-FINALS;Anderson G.;Lim P.;4.0;1.0
2018;1/16-FINALS;Suljovic M.;Thornton R.;4.0;2.0
2018;1/16-FINALS;Dekker J.;van den Bergh D.;2.0;4.0
2018;1/16-FINALS;Van der Voort V.;Beaton S.;4.0;0.0
2018;1/16-FINALS;Price G.;White I.;4.0;1.0
2018;1/32-FINALS;Wright P.;Portela D.;3.0;1.0
2018;1/32-FINALS;Webster D.;Petersen D.;3.0;2.0
2018;1/32-FINALS;Huybrechts K.;Richardson J.;0.0;3.0
2018;1/32-FINALS;Reyes C.;Alcinas T.;1.0;3.0
2018;1/32-FINALS;Pipe J.;Smith B.;3.0;2.0
2018;1/32-FINALS;Whitlock S.;Schindler M.;3.0;1.0
2018;1/32-FINALS;Smith M.;Lennon S.;3.0;2.0
2018;PRELIMINARY ROUND;Zong X. C.;Smith B.;0.0;2.0
2018;1/32-FINALS;Lewis A.;Munch K.;1.0;3.0
2018;1/32-FINALS;van Barneveld R.;North R.;3.0;0.0
2018;1/32-FINALS;Henderson J.;Kantele M.;3.0;0.0
2018;PRELIMINARY ROUND;Oreshkin A.;Munch K.;0.0;2.0
2018;1/32-FINALS;Webster M.;Lim P.;2.0;3.0
2018;1/32-FINALS;Gurney D.;Huybrechts R.;3.0;1.0
2018;1/32-FINALS;Suljovic M.;Painter K.;3.0;0.0
2018;PRELIMINARY ROUND;Leung K. F.;Lim P.;0.0;2.0
2018;1/32-FINALS;White I.;Harris C.;3.0;1.0
2018;1/32-FINALS;Chisnall D.;Van der Voort V.;0.0;3.0
2018;1/32-FINALS;Wade J.;Brown K.;2.0;3.0
2018;PRELIMINARY ROUND;Bruguier W.;Harris C.;1.0;2.0
2018;1/32-FINALS;Clayton J.;Lewis J.;0.0;3.0
2018;1/32-FINALS;Anderson K.;Jacques P.;3.0;1.0
2018;1/32-FINALS;Norris A.;Viljanen K.;3.0;0.0
2018;PRELIMINARY ROUND;Neyens K.;Lewis J.;1.0;2.0
2018;1/32-FINALS;Anderson G.;Smith J.;3.0;0.0
2018;1/32-FINALS;Klaasen J.;Dekker J.;1.0;3.0
2018;1/32-FINALS;Cullen J.;Wattimena J.;2.0;3.0
2018;PRELIMINARY ROUND;Smith J.;Humphries L.;2.0;0.0
2018;1/32-FINALS;Thornton R.;Dolan B.;3.0;1.0
2018;1/32-FINALS;King M.;Lerchbacher Z.;2.0;3.0
2018;1/32-FINALS;van de Pas B.;West S.;1.0;3.0
2018;PRELIMINARY ROUND;Ljubic A.;Dolan B.;0.0;2.0
2018;1/32-FINALS;Cross R.;Asada S.;3.0;0.0
2018;1/32-FINALS;Taylor P.;Dobey C.;3.0;1.0
2018;1/32-FINALS;Bunting S.;van den Bergh D.;1.0;3.0
2018;PRELIMINARY ROUND;Asada S.;Mathers G.;2.0;1.0
2018;1/32-FINALS;Price G.;Evetts T.;3.0;0.0
2018;1/32-FINALS;van Gerwen M.;Kist C.;3.0;1.0
2018;1/32-FINALS;Wilson J.;Ratajski K.;3.0;1.0
2018;1/32-FINALS;Beaton S.;O'Connor W.;3.0;1.0
2017;FINAL;van Gerwen M.;Anderson G.;7.0;3.0
2017;SEMI-FINALS;van Gerwen M.;van Barneveld R.;6.0;2.0
2017;SEMI-FINALS;Anderson G.;Wright P.;6.0;3.0
2017;QUARTER-FINALS;van Barneveld R.;Taylor P.;5.0;3.0
2017;QUARTER-FINALS;van Gerwen M.;Gurney D.;5.0;1.0
2017;QUARTER-FINALS;Anderson G.;Chisnall D.;5.0;3.0
2017;QUARTER-FINALS;Wade J.;Wright P.;3.0;5.0
2017;1/8-FINALS;van Gerwen M.;Webster D.;4.0;1.0
2017;1/8-FINALS;Taylor P.;Huybrechts K.;4.0;2.0
2017;1/8-FINALS;Wright P.;White I.;4.0;1.0
2017;1/8-FINALS;Wade J.;Smith M.;4.0;3.0
2017;1/8-FINALS;Chisnall D.;Klaasen J.;4.0;2.0
2017;1/8-FINALS;Webster M.;Gurney D.;3.0;4.0
2017;1/8-FINALS;Lewis A.;van Barneveld R.;3.0;4.0
2017;1/8-FINALS;Anderson G.;van de Pas B.;4.0;2.0
2017;1/16-FINALS;Wright P.;Lewis J.;4.0;0.0
2017;1/16-FINALS;Klaasen J.;Dolan B.;4.0;0.0
2017;1/16-FINALS;Wade J.;Beaton S.;4.0;1.0
2017;1/16-FINALS;Huybrechts K.;Hopp M.;4.0;0.0
2017;1/16-FINALS;van Gerwen M.;Reyes C.;4.0;2.0
2017;1/16-FINALS;Taylor P.;Painter K.;4.0;0.0
2017;1/16-FINALS;van Barneveld R.;Norris A.;4.0;0.0
2017;1/16-FINALS;Chisnall D.;Dobey C.;4.0;2.0
2017;1/16-FINALS;Thornton R.;Gurney D.;3.0;4.0
2017;1/16-FINALS;Suljovic M.;Webster M.;3.0;4.0
2017;1/16-FINALS;Lewis A.;Cullen J.;4.0;0.0
2017;1/16-FINALS;Anderson G.;Gilding A.;4.0;0.0
2017;1/16-FINALS;Webster D.;Whitlock S.;4.0;0.0
2017;1/16-FINALS;van de Pas B.;Jenkins T.;4.0;3.0
2017;1/16-FINALS;Smith M.;King M.;4.0;3.0
2017;1/16-FINALS;White I.;Clayton J.;4.0;1.0
2017;1/32-FINALS;Huybrechts K.;Wilson J.;3.0;0.0
2017;1/32-FINALS;Chisnall D.;Rodriguez R.-J.;3.0;2.0
2017;1/32-FINALS;Van der Voort V.;Hopp M.;1.0;3.0
2017;1/32-FINALS;Klaasen J.;de Graaf J.;3.0;1.0
2017;1/32-FINALS;Thornton R.;Lerchbacher Z.;3.0;0.0
2017;1/32-FINALS;Wade J.;Huybrechts R.;3.0;0.0
2017;1/32-FINALS;Suljovic M.;Meulenkamp R.;3.0;0.0
2017;FINAL;Lerchbacher Z.;Stevenson S.;2.0;1.0
2017;1/32-FINALS;Whitlock S.;Horvat D.;3.0;0.0
2017;1/32-FINALS;van Barneveld R.;Green R.;3.0;0.0
2017;1/32-FINALS;Dolan B.;Kist C.;3.0;1.0
2017;FINAL;Koltsov B.;Horvat D.;1.0;2.0
2017;1/32-FINALS;Cullen J.;Cadby C.;3.0;1.0
2017;1/32-FINALS;Lewis A.;Caris M.;3.0;0.0
2017;1/32-FINALS;King M.;West S.;3.0;2.0
2017;FINAL;Qiang S.;Cadby C.;0.0;2.0
2017;1/32-FINALS;Taylor P.;Platt D.;3.0;0.0
2017;1/32-FINALS;Norris A.;Michael J.;3.0;2.0
2017;1/32-FINALS;Gurney D.;Wattimena J.;3.0;1.0
2017;FINAL;Bowles J.;Platt D.;0.0;2.0
2017;1/32-FINALS;White I.;Simm K.;3.0;0.0
2017;1/32-FINALS;Webster M.;Murnan J.;3.0;0.0
2017;1/32-FINALS;Pipe J.;Dobey C.;1.0;3.0
2017;FINAL;Simm K.;Ulang G.;2.0;0.0
2017;1/32-FINALS;van Gerwen M.;Viljanen K.;3.0;0.0
2017;1/32-FINALS;Bunting S.;Webster D.;2.0;3.0
2017;1/32-FINALS;Reyes C.;van den Bergh D.;3.0;2.0
2017;FINAL;Snook R.;Viljanen K.;0.0;2.0
2017;1/32-FINALS;van de Pas B.;Shah T. H.;3.0;1.0
2017;1/32-FINALS;Henderson J.;Gilding A.;2.0;3.0
2017;1/32-FINALS;Jenkins T.;Payne J.;3.0;1.0
2017;FINAL;Shah T. H.;Chino M.;2.0;1.0
2017;1/32-FINALS;Wright P.;Hendriks J.;3.0;0.0
2017;1/32-FINALS;Beaton S.;Petersen D.;3.0;1.0
2017;1/32-FINALS;Price G.;Clayton J.;1.0;3.0
2017;FINAL;Hendriks J.;Parry W.;2.0;0.0
2017;1/32-FINALS;Smith M.;Evans R.;3.0;2.0
2017;1/32-FINALS;Anderson G.;Frost M.;3.0;0.0
2017;1/32-FINALS;Lewis J.;McGowan M.;3.0;2.0
2017;1/32-FINALS;Caven J.;Painter K.;1.0;3.0
2016;FINAL;Lewis A.;Anderson G.;5.0;7.0
2016;SEMI-FINALS;Anderson G.;Klaasen J.;6.0;0.0
2016;SEMI-FINALS;van Barneveld R.;Lewis A.;3.0;6.0
2016;QUARTER-FINALS;Lewis A.;Wright P.;5.0;2.0
2016;QUARTER-FINALS;van Barneveld R.;Smith M.;5.0;4.0
2016;QUARTER-FINALS;Anderson G.;Wade J.;5.0;1.0
2016;QUARTER-FINALS;Norris A.;Klaasen J.;4.0;5.0
2016;1/8-FINALS;Taylor P.;Klaasen J.;3.0;4.0
2016;1/8-FINALS;Norris A.;Webster M.;4.0;1.0
2016;1/8-FINALS;Wright P.;Chisnall D.;4.0;3.0
2016;1/8-FINALS;van Gerwen M.;van Barneveld R.;3.0;4.0
2016;1/8-FINALS;Anderson G.;Van der Voort V.;4.0;0.0
2016;1/8-FINALS;Lewis A.;Suljovic M.;4.0;0.0
2016;1/8-FINALS;Wade J.;Caven J.;4.0;1.0
2016;1/8-FINALS;Smith M.;van de Pas B.;4.0;0.0
2016;1/16-FINALS;King M.;Klaasen J.;2.0;4.0
2016;1/16-FINALS;Taylor P.;Painter K.;4.0;1.0
2016;1/16-FINALS;Wright P.;Huybrechts R.;4.0;0.0
2016;1/16-FINALS;Lewis A.;Gilding A.;4.0;0.0
2016;1/16-FINALS;Pallett D.;Suljovic M.;3.0;4.0
2016;1/16-FINALS;Jenkins T.;Webster M.;0.0;4.0
2016;1/16-FINALS;Norris A.;Murnan J.;4.0;1.0
2016;1/16-FINALS;van Gerwen M.;Webster D.;4.0;0.0
2016;1/16-FINALS;Wade J.;Newton W.;4.0;0.0
2016;1/16-FINALS;van Barneveld R.;Bunting S.;4.0;3.0
2016;1/16-FINALS;Van der Voort V.;Anderson K.;4.0;2.0
2016;1/16-FINALS;van den Bergh D.;van de Pas B.;2.0;4.0
2016;1/16-FINALS;Smith M.;Beaton S.;4.0;2.0
2016;1/16-FINALS;Anderson G.;Gurney D.;4.0;1.0
2016;1/16-FINALS;Chisnall D.;Kist C.;4.0;1.0
2016;1/16-FINALS;Evans R.;Caven J.;0.0;4.0
2016;1/32-FINALS;Klaasen J.;Cullen J.;3.0;0.0
2016;1/32-FINALS;Lewis A.;Dekker J.;3.0;0.0
2016;1/32-FINALS;van de Pas B.;Hopp M.;3.0;1.0
2016;1/32-FINALS;Gilding A.;Price G.;3.0;0.0
2016;1/32-FINALS;Jenkins T.;Young D.;3.0;1.0
2016;1/32-FINALS;Chisnall D.;Rodriguez R.-J.;3.0;0.0
2016;1/32-FINALS;Newton W.;Reyes C.;3.0;1.0
2016;1/32-FINALS;Winstanley D.;Huybrechts R.;2.0;3.0
2016;1/32-FINALS;Wade J.;Michael J.;3.0;0.0
2016;1/32-FINALS;Smith M.;de Zwaan J.;3.0;2.0
2016;1/32-FINALS;Thornton R.;Norris A.;0.0;3.0
2016;FINAL;Scheffer W.;Michael J.;0.0;2.0
2016;1/32-FINALS;King M.;Oreshkin A.;3.0;2.0
2016;1/32-FINALS;van Barneveld R.;van Duijvenbode D.;3.0;0.0
2016;1/32-FINALS;Bunting S.;Artut J.;3.0;0.0
2016;FINAL;Oreshkin A.;Lim P.;2.0;1.0
2016;1/32-FINALS;Caven J.;Szabo R.;3.0;0.0
2016;1/32-FINALS;Suljovic M.;Wattimena J.;3.0;1.0
2016;1/32-FINALS;Hamilton A.;Murnan J.;2.0;3.0
2016;FINAL;Rasztovits M.;Szabo R.;0.0;2.0
2016;1/32-FINALS;Taylor P.;Ono K.;3.0;0.0
2016;1/32-FINALS;Van der Voort V.;Ryder L.;3.0;0.0
2016;1/32-FINALS;Whitlock S.;Evans R.;2.0;3.0
2016;FINAL;Ono K.;Tagarao A.;2.0;0.0
2016;1/32-FINALS;Painter K.;Viljanen K.;3.0;0.0
2016;1/32-FINALS;White I.;van den Bergh D.;1.0;3.0
2016;1/32-FINALS;Beaton S.;Kokiri K.;3.0;0.0
2016;FINAL;Viljanen K.;Groen S.;2.0;1.0
2016;1/32-FINALS;van Gerwen M.;Eidams R.;3.0;2.0
2016;1/32-FINALS;Huybrechts K.;Pallett D.;2.0;3.0
2016;1/32-FINALS;Dolan B.;Anderson K.;0.0;3.0
2016;FINAL;Gaweenuntawong T.;Eidams R.;0.0;2.0
2016;1/32-FINALS;Webster M.;McGowan M.;3.0;0.0
2016;1/32-FINALS;Pipe J.;Kist C.;0.0;3.0
2016;1/32-FINALS;Henderson J.;Webster D.;1.0;3.0
2016;FINAL;Qiang S.;McGowan M.;0.0;2.0
2016;1/32-FINALS;Anderson G.;Boulton A.;3.0;0.0
2016;1/32-FINALS;Wright P.;Brown K.;3.0;0.0
2016;1/32-FINALS;Lewis J.;Gurney D.;1.0;3.0
2016;FINAL;Boulton A.;Laursen P.;2.0;1.0
2015;FINAL;Anderson G.;Taylor P.;7.0;6.0
2015;SEMI-FINALS;Taylor P.;van Barneveld R.;6.0;2.0
2015;SEMI-FINALS;van Gerwen M.;Anderson G.;3.0;6.0
2015;QUARTER-FINALS;Bunting S.;van Barneveld R.;4.0;5.0
2015;QUARTER-FINALS;Taylor P.;Van der Voort V.;5.0;3.0
2015;QUARTER-FINALS;Wright P.;Anderson G.;1.0;5.0
2015;QUARTER-FINALS;van Gerwen M.;Thornton R.;5.0;2.0
2015;1/8-FINALS;Bunting S.;Smith M.;4.0;2.0
2015;1/8-FINALS;Taylor P.;Huybrechts K.;4.0;3.0
2015;1/8-FINALS;Lewis A.;van Barneveld R.;3.0;4.0
2015;1/8-FINALS;Winstanley D.;Van der Voort V.;2.0;4.0
2015;1/8-FINALS;Anderson G.;Reyes C.;4.0;1.0
2015;1/8-FINALS;Wright P.;Hamilton A.;4.0;0.0
2015;1/8-FINALS;van de Pas B.;Thornton R.;0.0;4.0
2015;1/8-FINALS;van Gerwen M.;Jenkins T.;4.0;1.0
2015;1/16-FINALS;Wade J.;Bunting S.;1.0;4.0
2015;1/16-FINALS;van Barneveld R.;Caven J.;4.0;3.0
2015;1/16-FINALS;Hopp M.;Van der Voort V.;0.0;4.0
2015;1/16-FINALS;Dolan B.;Smith M.;2.0;4.0
2015;1/16-FINALS;Lewis A.;Brown K.;4.0;2.0
2015;1/16-FINALS;Taylor P.;Webster M.;4.0;0.0
2015;1/16-FINALS;Webster D.;Winstanley D.;3.0;4.0
2015;1/16-FINALS;White I.;Huybrechts K.;3.0;4.0
2015;1/16-FINALS;Reyes C.;Painter K.;4.0;3.0
2015;1/16-FINALS;Hamilton A.;Anderson K.;4.0;2.0
2015;1/16-FINALS;Anderson G.;Klaasen J.;4.0;3.0
2015;1/16-FINALS;van Gerwen M.;Stein S.;4.0;1.0
2015;1/16-FINALS;Chisnall D.;van de Pas B.;2.0;4.0
2015;1/16-FINALS;Wright P.;Huybrechts R.;4.0;1.0
2015;1/16-FINALS;Jenkins T.;Ryder L.;4.0;0.0
2015;1/16-FINALS;Thornton R.;Baxter R.;4.0;0.0
2015;1/32-FINALS;Bunting S.;Marijanovic R.;3.0;1.0
2015;1/32-FINALS;Lewis A.;Pallett D.;3.0;0.0
2015;1/32-FINALS;King M.;Hopp M.;2.0;3.0
2015;FINAL;Wattimena J.;Marijanovic R.;;
2015;1/32-FINALS;Van der Voort V.;Henderson J.;3.0;2.0
2015;1/32-FINALS;Dolan B.;Arendse N.;3.0;0.0
2015;1/32-FINALS;van Barneveld R.;Rodriguez R.-J.;3.0;0.0
2015;1/32-FINALS;Smith M.;Suljovic M.;3.0;1.0
2015;FINAL;Arendse N.;Hon A.;;
2015;1/32-FINALS;Caven J.;Hogg J.;3.0;2.0
2015;1/32-FINALS;White I.;Michael J.;3.0;1.0
2015;1/32-FINALS;Wade J.;Lewis J.;3.0;1.0
2015;1/32-FINALS;Chisnall D.;de Vreede R.;3.0;0.0
2015;FINAL;Haavisto J.;Michael J.;;
2015;1/32-FINALS;Huybrechts K.;Mansell M.;3.0;0.0
2015;1/32-FINALS;Painter K.;Koltsov B.;3.0;1.0
2015;1/32-FINALS;Winstanley D.;Jones W.;3.0;2.0
2015;1/32-FINALS;Webster M.;Meulenkamp R.;3.0;1.0
2015;FINAL;Koltsov B.;Muramatsu H.;;
2015;1/32-FINALS;Nicholson P.;van de Pas B.;2.0;3.0
2015;1/32-FINALS;Anderson G.;Kirchner S.;3.0;1.0
2015;1/32-FINALS;Whitlock S.;Webster D.;1.0;3.0
2015;1/32-FINALS;Jenkins T.;Weber J.;3.0;1.0
2015;FINAL;McGrath M.;Kirchner S.;;
2015;1/32-FINALS;Beaton S.;Anderson K.;0.0;3.0
2015;1/32-FINALS;Baxter R.;Gurney D.;3.0;1.0
2015;1/32-FINALS;Thornton R.;Gilding A.;3.0;0.0
2015;1/32-FINALS;Pipe J.;Ryder L.;2.0;3.0
2015;FINAL;MacKenzie S.;Gurney D.;;
2015;1/32-FINALS;Smith A.;Huybrechts R.;0.0;3.0
2015;1/32-FINALS;Kellett S.;Stein S.;1.0;3.0
2015;1/32-FINALS;Taylor P.;Artut J.;3.0;0.0
2015;1/32-FINALS;Wright P.;Price G.;3.0;0.0
2015;FINAL;Viljanen K.;Stein S.;;
2015;1/32-FINALS;Hamilton A.;Richardson D.;3.0;2.0
2015;1/32-FINALS;Newton W.;Reyes C.;2.0;3.0
2015;1/32-FINALS;van Gerwen M.;Cullen J.;3.0;1.0
2015;1/32-FINALS;Klaasen J.;Kist C.;3.0;1.0
2015;FINAL;Perez C.;Reyes C.;;
2015;1/32-FINALS;Part J.;Brown K.;2.0;3.0
2014;FINAL;Wright P.;van Gerwen M.;4.0;7.0
2014;SEMI-FINALS;van Gerwen M.;Lewis A.;6.0;0.0
2014;SEMI-FINALS;Wright P.;Whitlock S.;6.0;2.0
2014;QUARTER-FINALS;Wade J.;Lewis A.;1.0;5.0
2014;QUARTER-FINALS;van Gerwen M.;Webster M.;5.0;3.0
2014;QUARTER-FINALS;White I.;Whitlock S.;4.0;5.0
2014;QUARTER-FINALS;Wright P.;Newton W.;5.0;4.0
2014;1/8-FINALS;van Gerwen M.;Anderson G.;4.0;3.0
2014;1/8-FINALS;Wade J.;Petersen D.;4.0;0.0
2014;1/8-FINALS;Lewis A.;King M.;4.0;1.0
2014;1/8-FINALS;Webster M.;van Barneveld R.;4.0;3.0
2014;1/8-FINALS;Smith M.;Wright P.;3.0;4.0
2014;1/8-FINALS;Whitlock S.;Painter K.;4.0;0.0
2014;1/8-FINALS;Burnett R.;White I.;3.0;4.0
2014;1/8-FINALS;Newton W.;Thornton R.;4.0;1.0
2014;1/16-FINALS;Pipe J.;Petersen D.;1.0;4.0
2014;1/16-FINALS;Lewis A.;Van der Voort V.;4.0;1.0
2014;1/16-FINALS;King M.;Evans R.;4.0;2.0
2014;1/16-FINALS;Wade J.;Smith A.;4.0;3.0
2014;1/16-FINALS;van Gerwen M.;McDine K.;4.0;1.0
2014;1/16-FINALS;Henderson J.;Webster M.;3.0;4.0
2014;1/16-FINALS;Newton W.;Part J.;4.0;0.0
2014;1/16-FINALS;Whitlock S.;Komula J.;4.0;0.0
2014;1/16-FINALS;Painter K.;Nicholson P.;4.0;0.0
2014;1/16-FINALS;Dolan B.;Anderson G.;1.0;4.0
2014;1/16-FINALS;Huybrechts K.;White I.;3.0;4.0
2014;1/16-FINALS;Thornton R.;Anderson B.;4.0;0.0
2014;1/16-FINALS;Hamilton A.;Burnett R.;1.0;4.0
2014;1/16-FINALS;Taylor P.;Smith M.;3.0;4.0
2014;1/16-FINALS;van Barneveld R.;Caven J.;4.0;3.0
2014;1/16-FINALS;Wright P.;Laursen P.;4.0;2.0
2014;1/32-FINALS;Painter K.;Seyler T.;3.0;0.0
2014;1/32-FINALS;Newton W.;Lam R.;3.0;1.0
2014;1/32-FINALS;Wade J.;Webster D.;3.0;2.0
2014;FINAL;Vos G.;Lam R.;1.0;4.0
2014;1/32-FINALS;Webster M.;Suljovic M.;3.0;2.0
2014;1/32-FINALS;Lewis A.;Smith D.;3.0;0.0
2014;1/32-FINALS;Smith M.;Hashimoto M.;3.0;1.0
2014;1/32-FINALS;Pipe J.;Monk A.;3.0;0.0
2014;FINAL;Hashimoto M.;Lim P.;4.0;2.0
2014;1/32-FINALS;Smith A.;Brown S.;3.0;1.0
2014;1/32-FINALS;Whitlock S.;Smith R.;3.0;0.0
2014;1/32-FINALS;van Gerwen M.;Lerchbacher Z.;3.0;0.0
2014;1/32-FINALS;Van der Voort V.;Clark M.;3.0;1.0
2014;FINAL;Lerchbacher Z.;Ward B.;4.0;1.0
2014;1/32-FINALS;Lloyd C.;Anderson B.;2.0;3.0
2014;1/32-FINALS;King M.;Young D.;3.0;0.0
2014;1/32-FINALS;Beaton S.;Petersen D.;1.0;3.0
2014;1/32-FINALS;Huybrechts K.;Huybrechts R.;3.0;1.0
2014;FINAL;Petersen D.;Latif Sapup M.;4.0;1.0
2014;1/32-FINALS;Baxter R.;Evans R.;0.0;3.0
2014;1/32-FINALS;Caven J.;Klaasen J.;3.0;1.0
2014;1/32-FINALS;Dolan B.;Osborne C.;3.0;0.0
2014;1/32-FINALS;van Barneveld R.;Lewis J.;3.0;0.0
2014;FINAL;Lindskjold D.;Osborne C.;1.0;4.0
2014;1/32-FINALS;Chisnall D.;Henderson J.;2.0;3.0
2014;1/32-FINALS;Nicholson P.;Kellett S.;3.0;0.0
2014;1/32-FINALS;Hamilton A.;Barbero J.;3.0;1.0
2014;1/32-FINALS;Anderson G.;Dudbridge M.;3.0;0.0
2014;1/32-FINALS;Thornton R.;Hopp M.;3.0;1.0
2014;FINAL;Barbero J.;Welge A.;4.0;1.0
2014;1/32-FINALS;White I.;Anderson K.;3.0;1.0
2014;1/32-FINALS;Jenkins T.;Laursen P.;2.0;3.0
2014;1/32-FINALS;Jones W.;McDine K.;2.0;3.0
2014;FINAL;McGarry C.;Laursen P.;2.0;4.0
2014;1/32-FINALS;Walsh M.;Komula J.;1.0;3.0
2014;1/32-FINALS;Burnett R.;Winstanley D.;3.0;1.0
2014;1/32-FINALS;Taylor P.;Szabo R.;3.0;1.0
2014;1/32-FINALS;Wright P.;Cullen J.;3.0;0.0
2014;FINAL;Szabo R.;Moss I.;4.0;3.0
2014;1/32-FINALS;Part J.;Michels M.;3.0;2.0
2013;FINAL;Taylor P.;van Gerwen M.;7.0;4.0
2013;SEMI-FINALS;Taylor P.;van Barneveld R.;6.0;4.0
2013;SEMI-FINALS;van Gerwen M.;Wade J.;6.0;4.0
2013;QUARTER-FINALS;Lewis A.;van Gerwen M.;4.0;5.0
2013;QUARTER-FINALS;Newton W.;Wade J.;4.0;5.0
2013;QUARTER-FINALS;Taylor P.;Hamilton A.;5.0;0.0
2013;QUARTER-FINALS;Whitlock S.;van Barneveld R.;1.0;5.0
2013;1/8-FINALS;Lewis A.;Painter K.;4.0;2.0
2013;1/8-FINALS;Anderson G.;van Barneveld R.;0.0;4.0
2013;1/8-FINALS;van Gerwen M.;Lloyd C.;4.0;1.0
2013;1/8-FINALS;Wade J.;Van der Voort V.;4.0;0.0
2013;1/8-FINALS;Whitlock S.;Chisnall D.;4.0;3.0
2013;1/8-FINALS;Newton W.;Walsh M.;4.0;1.0
2013;1/8-FINALS;Taylor P.;Thornton R.;4.0;0.0
2013;1/8-FINALS;Hamilton A.;Jenkins T.;4.0;1.0
2013;1/16-FINALS;van Gerwen M.;Wright P.;4.0;2.0
2013;1/16-FINALS;Wade J.;Beaton S.;4.0;2.0
2013;1/16-FINALS;Winstanley D.;Van der Voort V.;2.0;4.0
2013;1/16-FINALS;Pipe J.;Walsh M.;2.0;4.0
2013;1/16-FINALS;Lewis A.;Ovens D.;4.0;1.0
2013;1/16-FINALS;Whitlock S.;Osborne C.;4.0;0.0
2013;1/16-FINALS;Newton W.;Rand S.;4.0;0.0
2013;1/16-FINALS;van Barneveld R.;Dolan B.;4.0;1.0
2013;1/16-FINALS;Webster M.;Lloyd C.;2.0;4.0
2013;1/16-FINALS;Painter K.;Baxter R.;4.0;3.0
2013;1/16-FINALS;Taylor P.;Hendriks J.;4.0;1.0
2013;1/16-FINALS;Nicholson P.;Thornton R.;3.0;4.0
2013;1/16-FINALS;Jenkins T.;Part J.;4.0;1.0
2013;1/16-FINALS;Anderson G.;Bowles J.;4.0;3.0
2013;1/16-FINALS;Chisnall D.;Gurney D.;4.0;1.0
2013;1/16-FINALS;Hamilton A.;Burnett R.;4.0;1.0
2013;1/32-FINALS;van Gerwen M.;Lim P.;3.0;0.0
2013;1/32-FINALS;Van der Voort V.;Kellett S.;3.0;0.0
2013;1/32-FINALS;Huybrechts K.;Rand S.;2.0;3.0
2013;FINAL;Lim P.;Latif Sapup M.;4.0;1.0
2013;1/32-FINALS;Walsh M.;Webster D.;3.0;1.0
2013;1/32-FINALS;Whitlock S.;Muramatsu H.;3.0;0.0
2013;1/32-FINALS;Lloyd C.;Young D.;3.0;2.0
2013;1/32-FINALS;Baxter R.;Priestley D.;3.0;1.0
2013;FINAL;Muramatsu H.;Dave H.;4.0;0.0
2013;1/32-FINALS;Pipe J.;Jenkins A.;3.0;0.0
2013;1/32-FINALS;Osborne C.;Ilagan L.;3.0;0.0
2013;1/32-FINALS;King M.;Winstanley D.;2.0;3.0
2013;1/32-FINALS;Newton W.;Haines J.;3.0;0.0
2013;FINAL;Ilagan L.;Lewis J.;4.0;3.0
2013;1/32-FINALS;Beaton S.;Anderson K.;3.0;0.0
2013;1/32-FINALS;Caven J.;Bowles J.;2.0;3.0
2013;1/32-FINALS;Wade J.;Hudson P.;3.0;0.0
2013;1/32-FINALS;Webster M.;White I.;3.0;1.0
2013;FINAL;Rodriguez C.;Bowles J.;2.0;4.0
2013;1/32-FINALS;Wright P.;Monk A.;3.0;0.0
2013;1/32-FINALS;Anderson G.;Haavisto J.;3.0;1.0
2013;1/32-FINALS;van Barneveld R.;Smith M.;3.0;0.0
2013;1/32-FINALS;Hamilton A.;Richardson J.;3.0;1.0
2013;FINAL;Komula J.;Haavisto J.;2.0;4.0
2013;1/32-FINALS;Dolan B.;Jones M.;3.0;0.0
2013;1/32-FINALS;Ovens D.;Hopp M.;3.0;2.0
2013;1/32-FINALS;Taylor P.;Mansell M.;3.0;0.0
2013;1/32-FINALS;Part J.;Cullen J.;3.0;0.0
2013;FINAL;Hopp M.;Charl P.;4.0;1.0
2013;1/32-FINALS;Chisnall D.;Tichowitsch S.;3.0;0.0
2013;1/32-FINALS;Smith A.;Gurney D.;1.0;3.0
2013;1/32-FINALS;Jenkins T.;Brown S.;3.0;0.0
2013;1/32-FINALS;Burnett R.;Hubbard J.;3.0;2.0
2013;FINAL;Gurney D.;Marijanovic R.;4.0;3.0
2013;1/32-FINALS;Jones W.;Hendriks J.;0.0;3.0
2013;1/32-FINALS;Painter K.;Chen N. L.;3.0;0.0
2013;1/32-FINALS;Lewis A.;Vos G.;3.0;1.0
2013;1/32-FINALS;Nicholson P.;Stompe C.;3.0;0.0
2013;FINAL;Welge A.;Chen N. L.;1.0;4.0
2013;1/32-FINALS;Thornton R.;Caris M.;3.0;0.0
2012;FINAL;Hamilton A.;Lewis A.;3.0;7.0
2012;SEMI-FINALS;Lewis A.;Wade J.;6.0;5.0
2012;SEMI-FINALS;Hamilton A.;Whitlock S.;6.0;5.0
